id,casetype,scheduledate,time,action,suggest,comment,iscompleted,customer_id,handledby_id,,
424,Filter replacement,2019-08-19,10:00:00,,,,1,137,3,,
425,Filter replacement,2019-08-19,03:00:00,,,,1,160,3,,
426,Filter replacement,2019-08-19,03:00:00,,,,1,526,3,,
427,Filter replacement,2019-08-19,02:00:00,,,,1,426,3,,
428,Filter replacement,2019-08-19,11:00:00,,,,1,457,3,,
429,Filter replacement,2019-08-20,10:00:00,,,,1,525,3,,
430,Filter replacement,2019-08-20,02:30:00,,,,1,392,3,,
431,Urgent Repair,2019-08-20,02:00:00,,,爛熱水制,1,396,3,,
432,Urgent Repair,2019-08-20,11:00:00,,,Pantry水機換左第1支Filter,1,536,3,,
433,Filter replacement,2019-08-21,10:00:00,,,,1,356,2,,
434,Filter replacement,2019-08-21,11:00:00,,,,1,535,2,,
435,Filter replacement,2019-08-21,02:00:00,,,,1,325,2,,
436,Filter replacement,2019-08-21,02:00:00,,,,1,210,3,,
437,Urgent Repair,2019-08-22,03:00:00,,,第一支芯塞,1,566,3,,
438,Urgent Repair,2019-08-22,02:00:00,,,凍水唔凍,1,89,2,,
439,Urgent Repair,2019-08-22,04:00:00,,,喉爆漏水,1,401,3,,
440,Installatoin,2019-08-22,10:00:00,,,,1,623,3,,
441,Urgent Repair,2019-08-23,11:00:00,,,凍水唔凍,1,122,2,,
442,Filter replacement,2019-08-23,11:00:00,,,,1,134,2,,
443,Filter replacement,2019-08-23,11:00:00,,,,1,133,2,,
444,Filter replacement,2019-08-23,03:00:00,,,,1,425,3,,
445,Filter replacement,2019-08-23,10:00:00,,,,1,419,3,,
446,Filter replacement,2019-08-23,10:00:00,,,,1,191,3,,
447,Filter replacement,2019-08-28,10:00:00,,,,1,73,2,,
448,Urgent Repair,2019-08-28,02:00:00,,,,1,322,1,,
449,Filter replacement,2019-09-05,10:00:00,,,,1,321,3,,
450,Filter replacement,2019-08-29,12:00:00,,,,1,74,2,,
451,Filter replacement,2019-08-29,11:00:00,,,,1,428,2,,
452,Urgent Repair,2019-08-28,11:00:00,,,Nano塞,1,590,2,,
453,Urgent Repair,2019-08-29,02:00:00,,,"出水慢, 有怪味",1,522,2,,
454,Filter replacement,2019-08-28,10:00:00,,,,1,627,2,,
455,Urgent Repair,2019-08-30,11:00:00,,,無熱水,1,371,2,,
456,Filter replacement,2019-09-02,10:00:00,,,,1,484,3,,
457,Filter replacement,2019-09-04,03:00:00,,,,1,625,3,,
458,Filter replacement,2019-09-02,11:00:00,,,,1,483,3,,
459,Filter replacement,2019-09-02,11:00:00,,,,1,587,3,,
460,Urgent Repair,2019-08-30,03:00:00,,,機底漏水,1,428,2,,
461,Filter replacement,2019-09-02,10:00:00,,,,1,334,2,,
462,Installatoin,2019-08-19,02:00:00,,,,1,628,2,,
463,Urgent Repair,2019-09-02,12:00:00,,,熱水紅色燈冇著,1,628,2,,
464,Installatoin,2019-09-02,02:00:00,,,收走一部WPU8200C,1,282,2,,
465,Filter replacement,2019-09-02,04:00:00,,,漏水,1,268,2,,
466,Filter replacement,2019-09-02,11:00:00,,,,1,585,2,,
467,Filter replacement,2019-09-03,10:00:00,,,無水,1,216,2,,
468,Filter replacement,2019-09-03,10:30:00,,,,1,217,2,,
469,Filter replacement,2019-09-03,10:00:00,,,,1,330,2,,
470,Filter replacement,2019-09-03,10:00:00,,,,1,434,3,,
471,Urgent Repair,2019-09-03,02:00:00,,,換機,1,628,2,,
472,Filter replacement,2019-09-03,03:00:00,,,,1,214,3,,
473,Urgent Repair,2019-09-03,03:00:00,,,"已入雪種, 送回水機",1,89,3,,
474,Filter replacement,2019-09-04,02:00:00,,,,1,571,3,,
475,Filter replacement,2019-09-04,10:00:00,,,,1,547,2,,
476,Filter replacement,2019-09-04,10:00:00,,,,1,332,2,,
477,Filter replacement,2019-09-05,10:00:00,,,,1,418,3,,
478,Filter replacement,2019-09-05,10:00:00,,,,1,337,2,,
479,Filter replacement,2019-09-05,02:00:00,,,,1,569,3,,
480,Filter replacement,2019-09-05,11:00:00,,,,1,211,2,,
481,Filter replacement,2019-09-04,11:00:00,,,,1,626,3,,
482,Filter replacement,2019-09-05,03:00:00,,,,1,486,3,,
483,Filter replacement,2019-09-05,02:00:00,,,,1,29,2,,
484,Filter replacement,2019-09-04,03:00:00,,,,1,545,3,,
485,Filter replacement,2019-09-05,02:00:00,,,,1,166,2,,
486,Filter replacement,2019-09-05,02:00:00,,,,1,479,2,,
487,Filter replacement,2019-09-04,06:30:00,,,,1,197,1,,
488,Filter replacement,2019-09-06,10:00:00,,,,1,540,3,,
489,Filter replacement,2019-09-06,02:00:00,,,,1,82,3,,
490,Filter replacement,2019-09-09,10:00:00,,,,1,219,3,,
491,Filter replacement,2019-09-09,11:00:00,,,,1,488,3,,
492,Filter replacement,2019-09-06,10:00:00,,,,1,78,2,,
493,Filter replacement,2019-09-09,10:00:00,,,,1,220,2,,
494,Filter replacement,2019-09-25,10:00:00,,,,1,146,2,,
495,Filter replacement,2019-09-10,10:00:00,,,,1,34,3,,
496,Filter replacement,2019-09-10,11:00:00,,,,1,208,3,,
497,Filter replacement,2019-09-11,11:00:00,,,,1,544,2,,
498,Filter replacement,2019-09-10,02:00:00,,,,1,199,3,,
499,Filter replacement,2019-09-10,03:00:00,,,,1,420,3,,
500,Filter replacement,2019-09-10,10:00:00,,,,1,38,3,,
501,Installatoin,2019-09-12,11:00:00,,,,1,629,2,,
502,Filter replacement,2019-09-11,10:00:00,,,,1,90,3,,
503,Filter replacement,2019-09-11,11:00:00,,,,1,30,3,,
504,Filter replacement,2019-09-11,12:00:00,,,,1,12,3,,
505,Filter replacement,2019-09-11,01:00:00,,,,1,336,3,,
506,Filter replacement,2019-09-11,02:00:00,,,,1,570,3,,
507,Filter replacement,2019-09-12,02:00:00,,,,1,138,3,,
508,Filter replacement,2019-09-12,02:00:00,,,,1,43,3,,
509,Urgent Repair,2019-09-11,02:00:00,,,機背曲漏水,1,219,2,,
510,Installatoin,2019-09-11,02:00:00,,,,1,630,2,,
511,Filter replacement,2019-09-13,10:00:00,,,,1,33,2,,
512,Filter replacement,2019-09-16,04:00:00,,,,1,269,3,,
513,Filter replacement,2019-09-12,10:00:00,,,,1,218,2,,
514,Filter replacement,2019-09-16,09:30:00,,,,1,543,3,,
515,Urgent Repair,2019-09-17,10:00:00,,,凍水唔夠凍,1,414,2,,
516,Filter replacement,2019-09-17,10:00:00,,,,1,468,3,,
517,Urgent Repair,2019-09-17,03:00:00,,,冇熱水出,1,483,2,,
518,Urgent Repair,2019-09-17,03:00:00,,,熱水機溫度唔用,1,390,2,,
519,Filter replacement,2019-09-17,02:00:00,,,,1,86,3,,
520,Filter replacement,2019-09-17,02:00:00,,,,1,87,3,,
521,Checking ,2019-09-17,02:00:00,,,Site Check,1,105,2,,
522,Filter replacement,2019-09-17,10:00:00,,,,1,573,3,,
523,Filter replacement,2019-09-17,10:00:00,,,,1,618,3,,
524,Filter replacement,2019-09-17,10:00:00,,,,1,617,3,,
525,Filter replacement,2019-09-19,10:00:00,,,,1,362,3,,
526,Urgent Repair,2019-09-19,11:00:00,,,,1,20,2,,
527,Filter replacement,2019-09-19,10:30:00,,,,1,489,3,,
528,Filter replacement,2019-09-20,12:00:00,,,,1,394,3,,
529,Filter replacement,2019-09-19,11:00:00,,,12點前到,1,389,3,,
530,Urgent Repair,2019-09-19,02:00:00,,,凍水唔凍,1,232,2,,
531,Filter replacement,2019-09-19,03:00:00,,,"Location : 5/F, 到左搵工程部梁生",1,28,3,,
532,Filter replacement,2019-09-19,03:00:00,,,"Location : 2/F Nursing Room, 到左搵工程部梁生",1,318,3,,
533,Filter replacement,2019-09-19,02:00:00,,,,1,542,3,,
534,Urgent Repair,2019-09-19,02:00:00,,,更換熱水安全制,1,218,2,,
535,Urgent Repair,2019-09-19,03:00:00,,,凍水制爛,1,396,2,,
536,Installatoin,2019-09-23,10:00:00,,,Re-connection,1,105,2,,
537,Filter replacement,2019-09-20,10:00:00,,,,1,21,2,,
538,Urgent Repair,2019-09-20,11:30:00,,,5/F學生飲水機凍水制冇反應,1,622,2,,
539,Filter replacement,2019-09-20,10:00:00,,,,1,333,3,,
540,Filter replacement,2019-09-20,11:00:00,,,,1,224,3,,
541,Installatoin,2019-09-19,10:00:00,,,,1,632,2,,
543,Urgent Repair,2019-09-20,02:00:00,,,有時撳唔到熱水,1,255,3,,
545,Filter replacement,2019-09-20,03:00:00,,,,1,272,3,,
548,Filter replacement,2019-09-20,12:00:00,,,,1,374,2,,
551,Filter replacement,2019-09-23,06:45:00,,,,1,226,3,,
553,Urgent Repair,2019-09-23,04:00:00,,,入完雪種送回水機,1,414,2,,
554,Urgent Repair,2019-09-23,12:00:00,,,入完雪種送回水機,1,232,2,,
555,Urgent Repair,2019-09-24,11:00:00,,,熱水出水滴滴下,1,572,2,,
582,Urgent Repair,2019-09-24,02:00:00,,,3/F會所熱水係咁滴,1,436,2,,
610,Filter replacement,2019-09-25,10:00:00,,,,1,619,3,,
612,Filter replacement,2019-09-25,11:00:00,,,,1,397,3,,
613,Filter replacement,2019-09-25,02:00:00,,,,1,624,3,,
614,Filter replacement,2019-09-25,11:00:00,,,,1,140,2,,
615,Filter replacement,2019-09-26,02:00:00,,,,1,437,3,,
616,Installation,2019-09-26,10:30:00,,,重新接駁水機,1,541,3,,
618,Filter replacement,2019-09-26,10:30:00,,,,1,541,3,,
619,Filter replacement,2019-09-26,12:00:00,,,,1,326,3,,
621,Urgent Repair,2019-09-26,02:00:00,,,爛凍水制,1,472,3,,
622,Urgent Repair,2019-09-25,02:00:00,,,爛熱水制,1,498,3,,
624,Filter replacement,2019-09-30,02:00:00,,,,1,252,3,,
625,Installation,2019-09-30,10:00:00,,,,1,634,2,,
626,Filter replacement,2019-10-02,02:00:00,,,,0,31,3,,
627,Filter replacement,2019-10-03,10:00:00,,,,1,635,3,,
628,Filter replacement,2019-10-03,10:00:00,,,,1,238,3,,
629,Filter replacement,2019-10-03,11:00:00,,,12點左右到,1,276,3,,
630,Filter replacement,2019-10-09,10:00:00,,,,1,636,3,,
631,Filter replacement,2019-10-03,02:00:00,,,,1,556,3,,
632,Installation,2019-09-05,10:00:00,,,,1,637,2,,
633,Urgent Repair,2019-09-30,02:00:00,,,漏水,1,637,2,,
634,Filter replacement,2019-10-03,03:00:00,,,,1,454,3,,
635,Filter replacement,2019-10-04,10:00:00,,,,1,244,3,,
636,Filter replacement,2019-10-04,10:00:00,,,,0,279,3,,
637,Filter replacement,2019-10-04,11:00:00,,,,1,347,3,,
638,Filter replacement,2019-10-04,02:00:00,,,,1,83,3,,
639,Filter replacement,2019-10-04,02:00:00,,,,1,45,3,,
640,Filter replacement,2019-10-04,03:00:00,,,"到前打俾孫小姐, Tel : 3555 6640",1,442,3,,
641,Filter replacement,2019-10-08,10:00:00,,,,1,237,3,,
642,Filter replacement,2019-10-08,10:00:00,,,,1,438,3,,
643,Urgent Repair,2019-10-08,02:00:00,,,爛熱水制,1,539,3,,
644,Filter replacement,2019-10-08,03:00:00,,,,1,480,3,,
645,Filter replacement,2019-10-08,03:00:00,,,,1,335,3,,
646,Installation,2019-10-08,10:00:00,,,,0,152,2,,
647,Filter replacement,2019-10-08,10:00:00,,,,1,152,2,,
648,Filter replacement,2019-10-10,10:00:00,,,,1,233,2,,
649,Filter replacement,2019-10-10,02:00:00,,,,1,240,2,,
650,Installation,2019-10-10,02:00:00,,,,1,638,2,,
651,Filter replacement,2019-10-10,02:00:00,,,,1,231,2,,
652,Urgent Repair,2019-10-11,10:00:00,tube broken,,,1,297,2,,
653,Filter replacement,2019-10-14,01:00:00,,,,1,350,2,,
654,Filter replacement,2019-10-15,11:00:00,,,,0,409,3,,
655,Filter replacement,2019-10-15,11:00:00,,,,1,549,3,,
656,Filter replacement,2019-10-15,12:00:00,,,,1,229,3,,
658,Filter replacement,2019-10-15,02:00:00,,,"到控制室登記, 水機係1/F育嬰室",1,557,3,,
659,Filter replacement,2019-10-15,10:00:00,,,,1,151,2,,
660,Urgent Repair,2019-10-15,11:00:00,,,熱水制有問題,1,165,2,,
661,Urgent Repair,2019-10-15,11:00:00,,,Gym Room水機熱水制有問題,1,418,2,,
662,Filter replacement,2019-10-15,02:00:00,,,3/F 會所,1,553,2,,
664,Filter replacement,2019-10-15,02:00:00,,,,1,411,3,,
665,Filter replacement,2019-10-16,02:00:00,,,,1,92,3,,
666,Filter replacement,2019-10-16,04:00:00,,,,1,349,3,,
667,Filter replacement,2019-10-16,02:00:00,,,,1,346,3,,
668,Filter replacement,2019-10-16,04:00:00,,,,1,412,2,,
670,Filter replacement,2019-10-17,10:00:00,,,,1,150,3,,
671,Filter replacement,2019-10-17,10:00:00,,,,1,18,3,,
672,Filter replacement,2019-10-17,11:00:00,,,,1,274,3,,
673,Filter replacement,2019-10-17,02:00:00,,,,1,342,3,,
674,Filter replacement,2019-10-18,11:00:00,,,,1,490,3,,
675,Urgent Repair,2019-10-18,10:00:00,,,熱水出得唔順,1,247,3,,
676,Filter replacement,2019-10-18,02:00:00,,,,1,232,3,,
677,Urgent Repair,2019-10-17,04:00:00,,,Gym Room熱水制爛,1,419,2,,
678,Filter replacement,2019-10-17,06:30:00,,,,1,93,2,,
679,Filter replacement,2019-10-21,02:00:00,,,,1,588,3,,
680,Filter replacement,2019-10-18,03:00:00,,,,1,280,3,,
681,Installation,2019-10-18,10:00:00,,,"到搵鍾小姐, TEL : 6032 2599 
去囍匯拆搬去馬鞍山裝",1,406,2,,
682,Filter replacement,2019-10-18,10:00:00,,,,1,406,2,,
683,Urgent Repair,2019-10-18,03:00:00,,,熱水制好難撳,1,227,2,,
684,Urgent Repair,2019-10-21,02:00:00,,,爛凍水制爛,1,316,2,,
685,Filter replacement,2019-10-21,10:00:00,,,,1,340,3,,
686,Filter replacement,2019-10-21,10:00:00,,,楊太電話 9385 9759,1,401,3,,
687,Filter replacement,2019-10-21,11:00:00,,,,1,147,3,,
688,Filter replacement,2019-10-21,03:00:00,,,Location : 1/F,1,447,3,,
689,Filter replacement,2019-10-21,06:00:00,,,,1,99,3,,
690,Installation,2019-10-22,10:00:00,,,,1,639,3,,
691,Filter replacement,2019-10-22,02:00:00,,,,1,234,3,,
692,Filter replacement,2019-10-22,02:00:00,,,,1,558,3,,
693,Filter replacement,2019-10-22,03:00:00,,,,1,407,3,,
694,Filter replacement,2019-10-22,02:00:00,,,,1,550,2,,
695,Filter replacement,2019-10-23,10:00:00,,,,1,482,3,,
696,Filter replacement,2019-10-23,11:00:00,,,,1,554,2,,
697,Filter replacement,2019-10-23,11:00:00,,,,1,352,2,,
698,Filter replacement,2019-10-23,02:00:00,,,,1,291,2,,
699,Filter replacement,2019-10-23,10:00:00,,,,1,463,3,,
700,Filter replacement,2019-10-23,10:00:00,,,,1,402,3,,
701,Filter replacement,2019-10-23,02:00:00,,,,1,84,3,,
702,Filter replacement,2019-10-23,03:00:00,,,,1,91,3,,
703,Filter replacement,2019-10-24,10:00:00,,,,1,552,3,,
704,Filter replacement,2019-10-22,02:00:00,,,,1,548,3,,
705,Filter replacement,2019-10-24,10:00:00,,,,1,493,2,,
706,Filter replacement,2019-10-24,02:00:00,,,,1,351,3,,
707,Filter replacement,2019-10-25,11:00:00,,,,1,589,3,,
708,Urgent Repair,2019-10-29,11:00:00,,,更換熱水安全制,1,35,2,,
709,Urgent Repair,2019-10-29,10:00:00,,,機背漏水,1,232,3,,
710,Filter replacement,2019-10-29,11:00:00,,,,0,236,3,,
712,Filter replacement,2019-11-01,10:00:00,,,,1,285,3,,
713,Filter replacement,2019-11-01,10:00:00,,,,1,471,3,,
714,Filter replacement,2019-11-01,11:00:00,,,,1,496,3,,
715,Filter replacement,2019-11-01,11:00:00,,,,1,470,3,,
716,Filter replacement,2019-11-01,11:00:00,,,,1,289,3,,
717,Filter replacement,2019-11-01,02:00:00,,,,1,429,3,,
718,Filter replacement,2019-11-01,02:00:00,,,,1,620,3,,
720,Filter replacement,2019-11-04,10:00:00,,,,1,474,3,,
721,Filter replacement,2019-11-04,01:00:00,,,,1,593,3,,
722,Filter replacement,2019-11-04,02:00:00,,,,1,566,3,,
723,Filter replacement,2019-10-31,02:00:00,,,,1,275,2,,
725,Filter replacement,2019-10-31,10:00:00,,,,1,640,2,,
726,Filter replacement,2019-11-05,10:00:00,,,,1,562,3,,
727,Filter replacement,2019-11-05,11:00:00,,,,1,472,3,,
728,Filter replacement,2019-11-05,12:00:00,,,,1,469,3,,
729,Filter replacement,2019-11-05,03:00:00,,,,1,477,3,,
730,Filter replacement,2019-11-06,10:00:00,,,,1,440,3,,
731,Filter replacement,2019-11-05,12:00:00,,,,1,476,3,,
732,Filter replacement,2019-11-06,07:30:00,,,,1,592,3,,
733,Filter replacement,2019-11-06,02:00:00,,,,1,251,3,,
735,Filter replacement,2019-11-11,12:00:00,,,,1,283,3,,
736,Filter replacement,2019-11-11,02:00:00,,,,1,165,3,,
738,Filter replacement,2019-11-06,10:00:00,,,,1,494,3,,
739,Filter replacement,2019-11-04,02:00:00,,,,1,253,3,,
740,Filter replacement,2019-11-08,10:00:00,,,,1,475,3,,
741,Filter replacement,2019-11-08,10:00:00,,,,1,281,3,,
742,Filter replacement,2019-11-08,12:30:00,,,,1,597,3,,
743,Urgent Repair,2019-11-13,10:00:00,,,,0,1,2,,
744,Filter replacement,2019-11-13,12:00:00,,,,0,327,2,,
746,Urgent Repair,2019-11-13,08:30:00,,,,1,518,2,,
747,Filter replacement,2019-11-14,10:00:00,,,,1,560,3,,
748,Filter replacement,2019-11-14,10:00:00,,,,1,559,3,,
749,Filter replacement,2019-11-14,02:00:00,,,,1,561,3,,
751,Filter replacement,2019-11-15,10:00:00,,,,1,594,3,,
752,Installation,2019-11-19,10:00:00,,,,1,641,3,,
753,Filter replacement,2019-11-21,11:00:00,,,,1,414,2,,
754,Filter replacement,2019-11-21,10:00:00,,,,1,158,2,,
755,Filter replacement,2019-11-21,10:00:00,,,,1,155,2,,
756,Filter replacement,2019-11-22,10:00:00,,,,1,162,3,,
757,Filter replacement,2019-11-22,04:00:00,,,,1,159,3,,
758,Filter replacement,2019-11-25,03:00:00,,,,1,498,3,,
759,Filter replacement,2019-11-26,02:00:00,,,,1,591,2,,
760,Filter replacement,2019-11-26,02:00:00,,,,1,497,2,,
761,Filter replacement,2019-11-25,10:00:00,,,,1,55,2,,
762,Filter replacement,2019-11-25,10:00:00,,,,1,357,2,,
763,Filter replacement,2019-11-25,11:00:00,,,,1,322,2,,
765,Filter replacement,2019-11-25,01:00:00,,,,1,528,2,,
766,Filter replacement,2019-11-25,01:00:00,,,,1,100,2,,
767,Urgent Repair,2019-11-25,11:00:00,,,熱水冇燈,1,554,2,,
768,Filter replacement,2019-11-26,10:00:00,,,,1,227,3,,
769,Filter replacement,2019-11-26,03:00:00,,,,1,292,3,,
770,Filter replacement,2019-11-26,10:00:00,,,,1,533,3,,
771,Filter replacement,2019-11-26,03:00:00,,,,1,495,3,,
772,Filter replacement,2019-11-27,10:00:00,,,,1,102,3,,
773,Filter replacement,2019-11-27,10:00:00,,,,1,564,3,,
774,Filter replacement,2019-11-27,10:00:00,,,,1,563,2,,
775,Filter replacement,2019-11-27,10:00:00,,,,1,343,2,,
776,Filter replacement,2019-11-27,11:00:00,,,,1,24,2,,
777,Urgent Repair,2019-11-27,11:00:00,,,滴水,1,175,2,,
778,Filter replacement,2019-11-27,04:00:00,,,,1,161,2,,
779,Filter replacement,2019-11-28,11:00:00,,,,1,596,3,,
780,Filter replacement,2019-12-04,04:00:00,,,到前致電鄧太 Tel : 9879 0138,1,154,3,,
781,Filter replacement,2019-11-27,03:00:00,,,,1,10,2,,
782,Filter replacement,2019-11-27,02:00:00,,,,1,376,3,,
783,Urgent Repair,2019-11-29,11:00:00,,,撳完熱水有水繼續滴,1,137,3,,
784,Installation,2019-11-29,02:00:00,,,,1,643,2,,
785,Filter replacement,2019-11-29,10:00:00,,,,1,163,2,,
786,Filter replacement,2019-11-29,10:00:00,,,,1,156,2,,
787,Urgent Repair,2019-11-29,03:00:00,,,水龍頭漏水,1,175,2,,
788,Urgent Repair,2019-12-02,10:00:00,,,熱水制有問題,1,349,3,,
789,Urgent Repair,2019-12-02,10:00:00,,,機底漏水,1,643,2,,
790,Filter replacement,2019-12-03,10:00:00,,,,1,644,3,,
791,Filter replacement,2019-12-03,02:00:00,,,,1,466,3,,
792,Filter replacement,2019-12-03,02:00:00,,,,1,464,3,,
793,Filter replacement,2019-12-03,10:00:00,,,,1,455,3,,
794,Filter replacement,2019-12-04,10:00:00,,,,1,503,3,,
795,Urgent Repair,2019-12-04,10:00:00,,,"收回1部COWAY CHP340維修, 暫借1部WPU2800",1,55,2,,
796,Filter replacement,2019-12-04,11:00:00,,,,1,300,2,,
797,Filter replacement,2019-12-05,10:00:00,,,"泳池, 運動場對出, GYM ROOM, 餐廳, 員工休息室, 多用途宴會廳對出, OFFICE",1,418,2,,
798,Filter replacement,2019-12-05,02:00:00,,,,1,504,2,,
799,Installation,2019-12-05,10:00:00,,,,1,645,3,,
800,Filter replacement,2019-12-05,02:00:00,,,,1,614,3,,
801,Filter replacement,2019-12-06,10:00:00,,,,1,302,3,,
802,Filter replacement,2019-12-06,10:00:00,,,,1,301,3,,
803,Filter replacement,2019-12-06,11:00:00,,,,1,63,3,,
804,Filter replacement,2019-12-06,11:00:00,,,,1,505,3,,
805,Filter replacement,2019-12-06,02:00:00,,,,1,457,3,,
806,Filter replacement,2019-12-06,03:00:00,,,,1,252,3,,
807,Filter replacement,2019-12-05,11:00:00,,,,1,582,2,,
808,Filter replacement,2019-12-12,10:00:00,,,,1,581,3,,
809,Filter replacement,2019-12-09,02:00:00,,,,1,601,3,,
810,Urgent Repair,2019-12-09,10:00:00,,,,1,12,2,,
811,Urgent Repair,2019-12-09,02:00:00,,,冇熱水,1,371,2,,
812,Filter replacement,2019-12-10,02:00:00,,,,1,295,3,,
813,Filter replacement,2019-12-10,10:00:00,,,,1,255,3,,
814,Filter replacement,2019-12-10,11:00:00,,,,1,366,3,,
815,Filter replacement,2019-12-10,12:00:00,,,,1,167,3,,
816,Filter replacement,2019-12-10,03:00:00,,,,1,106,3,,
817,Filter replacement,2019-12-12,02:00:00,,,,1,107,3,,
818,Filter replacement,2019-12-12,03:00:00,,,,1,603,3,,
819,Filter replacement,2019-12-12,04:00:00,,,,1,105,3,,
821,Filter replacement,2019-12-11,10:00:00,,,,1,467,3,,
822,Filter replacement,2019-12-11,10:00:00,,,,1,109,3,,
823,Filter replacement,2019-12-11,03:00:00,,,,1,306,2,,
824,Filter replacement,2019-12-11,05:00:00,,,,1,605,2,,
825,Filter replacement,2019-12-11,02:00:00,,,,1,254,2,,
826,Filter replacement,2019-12-11,03:00:00,,,常溫同凍水燈係咁閃,1,599,3,,
827,Filter replacement,2019-12-17,10:00:00,,,,1,307,3,,
828,Urgent Repair,2019-12-12,02:00:00,,,出水口有問題,1,193,2,,
829,Urgent Repair,2019-12-13,10:00:00,,,"送回CHP340水機, 收回1部WPU2800",1,55,2,,
830,Filter replacement,2019-12-13,10:00:00,,,,1,501,3,,
831,Urgent Repair,2019-12-13,03:00:00,,,撳熱水 lock 掣閃,1,623,2,,
832,Filter replacement,2019-12-16,03:00:00,,,,1,507,3,,
833,Filter replacement,2019-12-17,03:00:00,,,,1,646,3,,
835,Filter replacement,2019-12-17,09:30:00,,,,1,17,2,,
836,Filter replacement,2019-12-17,11:00:00,,,,1,621,3,,
837,Filter replacement,2019-12-17,03:00:00,,,,1,584,3,,
838,Filter replacement,2019-12-16,03:00:00,,,,1,355,3,,
839,Filter replacement,2019-12-17,02:00:00,,,,1,298,2,,
840,Filter replacement,2019-12-18,10:00:00,,,,1,39,3,,
841,Filter replacement,2019-12-19,02:00:00,,,,1,34,3,,
842,Filter replacement,2019-12-19,11:30:00,,,,1,13,3,,
843,Urgent Repair,2019-12-20,10:00:00,,,撳完熱水有水繼續滴,1,137,2,,
844,Filter replacement,2019-12-20,11:00:00,,,,1,303,2,,
845,Filter replacement,2019-12-23,11:00:00,,,,1,500,3,,
846,Filter replacement,2019-12-23,02:00:00,,,,1,567,3,,
847,Filter replacement,2019-12-23,02:00:00,,,,0,583,3,,
848,Filter replacement,2019-12-23,03:00:00,,,,1,568,3,,
849,Filter replacement,2019-12-24,10:00:00,,,,1,604,3,,
850,Filter replacement,2019-12-24,02:00:00,,,,1,392,3,,
851,Urgent Repair,2019-12-24,11:00:00,,,熱水制爛,1,73,3,,
852,Filter replacement,2019-12-24,03:00:00,,,到前致電6761 4238 / 9781 7990,1,297,3,,
853,Filter replacement,2019-12-31,10:00:00,,,,1,508,3,,
854,Filter replacement,2019-12-27,11:00:00,,,,1,428,3,,
855,Filter replacement,2019-12-27,10:00:00,,,"泳池, OFFICE, 工程部, 會所5/F, GYM ROOM, 2/F",1,419,3,,
856,Filter replacement,2019-12-31,11:00:00,,,,1,108,3,,
857,Filter replacement,2019-12-31,11:00:00,,,WPU 8200F熱水安全制有問題,1,127,3,,
858,Filter replacement,2019-12-31,02:00:00,,,,1,35,3,,
859,Filter replacement,2019-12-31,03:00:00,,,,1,122,3,,
860,Filter replacement,2020-01-02,11:00:00,,,,1,511,3,,
861,Filter replacement,2020-01-08,10:00:00,,,,1,371,3,,
862,Filter replacement,2020-01-02,02:00:00,,,,1,256,3,,
863,Filter replacement,2020-01-02,03:00:00,,,,1,126,3,,
864,Filter replacement,2020-01-03,10:00:00,,,熱水安全制有問題,1,171,3,,
865,Filter replacement,2020-01-02,10:00:00,,,,1,460,2,,
866,Urgent Repair,2020-01-02,10:00:00,,,凍水唔凍,1,494,2,,
867,Filter replacement,2020-01-03,02:00:00,,,,1,606,3,,
868,Filter replacement,2020-01-03,03:00:00,,,搵林小姐,1,174,3,,
869,Filter replacement,2020-01-03,02:00:00,,,,1,610,3,,
870,Filter replacement,2020-01-06,02:00:00,,,,1,459,2,,
871,Filter replacement,2020-01-03,03:00:00,,,,1,308,3,,
872,Filter replacement,2020-01-03,03:00:00,,,,1,462,2,,
873,Filter replacement,2020-01-06,10:00:00,,,,1,125,3,,
874,Filter replacement,2020-01-06,10:00:00,,,,1,260,3,,
875,Filter replacement,2020-01-06,10:00:00,,,,1,266,2,,
876,Filter replacement,2020-01-06,11:00:00,,,,1,468,3,,
877,Filter replacement,2020-01-08,11:00:00,,,,1,510,2,,
878,Filter replacement,2020-01-08,11:00:00,,,,1,613,3,,
879,Filter replacement,2020-01-10,10:00:00,,,,1,311,3,,
880,Filter replacement,2020-01-10,10:00:00,,,,1,520,3,,
881,Filter replacement,2020-01-09,10:00:00,,,,1,513,2,,
882,Filter replacement,2020-01-09,10:00:00,,,,1,648,2,,
883,Filter replacement,2020-01-09,02:00:00,,,,1,514,3,,
884,Filter replacement,2020-01-09,10:00:00,,,,1,519,3,,
885,Filter replacement,2020-01-10,02:00:00,,,,1,309,3,,
886,Filter replacement,2020-01-10,03:00:00,,,,1,439,3,,
887,Filter replacement,2020-01-09,03:00:00,,,,1,522,2,,
888,Filter replacement,2020-01-10,03:00:00,,,,1,21,3,,
889,Filter replacement,2020-01-09,11:00:00,,,,1,257,2,,
890,Filter replacement,2020-01-09,04:00:00,,,,1,518,2,,
891,Filter replacement,2020-01-15,10:00:00,,,,1,516,3,,
892,Filter replacement,2020-01-13,10:00:00,,,,1,512,3,,
893,Filter replacement,2020-01-13,10:00:00,,,,1,263,3,,
894,Filter replacement,2020-01-13,11:00:00,,,,1,579,3,,
895,Filter replacement,2020-01-10,03:00:00,,,,1,608,3,,
896,Filter replacement,2020-01-10,02:00:00,,,,1,437,2,,
897,Filter replacement,2020-01-10,02:00:00,,,,1,437,2,,
